time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2022-12-15 09:30:00-05:00,RandomBitcoinTrader,666719907d56484295e7cca387ab7766,BTC-USD,buy,market,new,1,gtc,0.0,1,crypto
