datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-02 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-02 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-03 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 10:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 11:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 12:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 13:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 14:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 15:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 16:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 09:30:00-05:00,100000.0,100000.0,0.0
