time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-12-19 09:30:00-05:00,MLTrader,66901a217d4d4770bdccc96cf306434f,BTC-USD,buy,market,new,1,gtc,0.0,1,stock
