datetime,portfolio_value,cash,return
2022-12-01 09:30:00-05:00,100000.0,100000.0,
2022-12-01 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-01 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-01 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-01 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-01 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-01 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-01 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-02 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-05 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-06 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-07 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-08 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-09 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-12 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-13 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-14 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-15 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-16 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 16:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 10:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 11:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 12:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 13:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 14:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 15:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 16:30:00-05:00,100000.0,100000.0,0.0
