time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-12-12 09:30:00-05:00,MLTrader,e385a886ddba4d83b65717755114e24f,BTC-USD,sell,market,new,1,gtc,0.0,1,stock
