time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2022-12-01 15:30:00-05:00,RandomBitcoinTrader,59f173eebb244893b01f9bf2806a3018,BTC,buy,market,new,1,gtc,0.0,1,crypto
